26228;-17.0;;3.0;2.0;1.0;1.0;3.0;2.0;2.0;3.0;2.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;
26229;-47.0;;3.0;2.0;1.0;2.0;3.0;2.0;3.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;
26230;-21.0;;4.0;2.0;1.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;1.0;2.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;
26231;11.0;;4.0;2.0;1.0;1.0;3.0;2.0;2.0;3.0;2.0;3.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;
26232;13.0;;4.0;2.0;1.0;2.0;3.0;2.0;3.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;
26233;5.0;;4.0;2.0;1.0;2.0;3.0;2.0;3.0;3.0;2.0;2.0;1.0;3.0;1.0;2.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;
26234;-16.0;;4.0;2.0;1.0;2.0;3.0;2.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;
26235;6.0;;4.0;2.0;1.0;2.0;3.0;3.0;2.0;3.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;
26236;-8.0;;4.0;2.0;1.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;
26237;12.0;;4.0;2.0;1.0;1.0;3.0;2.0;2.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;
26238;11.0;;4.0;1.0;1.0;1.0;3.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;3.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;
