1869;4.0;
1870;-7.0;
1871;-1.0;
1872;12.0;
1873;14.0;
1874;6.0;
1875;-8.0;
1876;10.0;
1877;27.0;
1878;22.0;
1879;23.0;
1880;8.0;
1881;20.0;
1882;9.0;
1883;-19.0;
1884;-12.0;
1885;-12.0;
1886;8.0;
1887;-8.0;
1888;-26.0;
1889;-20.0;
1890;-34.0;
1891;-7.0;
1892;-11.0;
1893;18.0;
1894;3.0;
1895;9.0;
1896;6.0;
1897;-9.0;
1898;-2.0;
1899;-8.0;
1900;2.0;
1901;6.0;
1902;-3.0;
1903;3.0;
1904;6.0;
1905;16.0;
1906;1.0;
1907;-10.0;
1908;-18.0;
1909;-4.0;
1910;10.0;
1911;0.0;
1912;-4.0;
1913;-4.0;
1914;-21.0;
1915;-17.0;
1916;20.0;
1917;27.0;
1918;36.0;
1919;41.0;
1920;27.0;
1921;21.0;
1922;21.0;
1923;29.0;
1924;16.0;
1925;1.0;
1926;11.0;
1927;11.0;
1928;-13.0;
1929;-12.0;
1930;-12.0;
1931;-11.0;
1932;-12.0;
1933;-5.0;
1934;-7.0;
1935;4.0;
1936;17.0;
1937;21.0;
1938;12.0;
1939;-6.0;
1940;8.0;
1941;7.0;
1942;4.0;
1943;-1.0;
1944;-10.0;
1945;-3.0;
1946;-19.0;
1947;-4.0;
1948;13.0;
1949;5.0;
1950;7.0;
1951;-8.0;
1952;-6.0;
1953;5.0;
1954;-3.0;
1955;4.0;
1956;-3.0;
1957;26.0;
1958;15.0;
1959;-12.0;
1960;-18.0;
1961;0.0;
1962;-1.0;
1963;8.0;
1964;-3.0;
1965;-11.0;
1966;3.0;
1967;10.0;
1968;8.0;
1969;-5.0;
1970;-8.0;
1971;15.0;
1972;2.0;
1973;10.0;
1974;-9.0;
1975;-1.0;
1976;2.0;
1977;-4.0;
1978;-1.0;
1979;2.0;
1980;16.0;
1981;16.0;
1982;24.0;
1983;21.0;
1984;12.0;
1985;0.0;
1986;9.0;
1987;9.0;
1988;11.0;
1989;12.0;
1990;1.0;
1991;4.0;
1992;6.0;
1993;7.0;
1994;18.0;
1995;25.0;
1996;13.0;
1997;14.0;
1998;16.0;
1999;19.0;
2000;19.0;
2001;5.0;
2002;-12.0;
2003;-11.0;
2004;-13.0;
2005;-5.0;
2006;-3.0;
2007;-4.0;
2008;-8.0;
2009;-11.0;
2010;-9.0;
2011;-7.0;
2012;-7.0;
2013;4.0;
2014;5.0;
2015;-7.0;
2016;-14.0;
2017;-12.0;
2018;-13.0;
2019;-2.0;
2020;-4.0;
2021;-14.0;
2022;-7.0;
2023;-13.0;
2024;-6.0;
2025;3.0;
2026;8.0;
2027;16.0;
2028;7.0;
2029;12.0;
2030;12.0;
2031;8.0;
2032;11.0;
2033;6.0;
2034;-2.0;
2035;-4.0;
2036;11.0;
2037;2.0;
2038;-3.0;
2039;-18.0;
2040;-20.0;
2041;-10.0;
2042;-6.0;
2043;-4.0;
2044;-17.0;
2045;-16.0;
2046;-15.0;
2047;-9.0;
2048;-21.0;
2049;-15.0;
2050;-7.0;
2051;-5.0;
2052;-13.0;
2053;-19.0;
2054;-19.0;
2055;-15.0;
2056;-14.0;
2057;-20.0;
2058;-17.0;
2059;-3.0;
2060;8.0;
2061;7.0;
2062;10.0;
2063;15.0;
2064;19.0;
2065;19.0;
2066;21.0;
2067;25.0;
2068;18.0;
2069;-17.0;
2070;-7.0;
2071;-6.0;
2072;2.0;
2073;3.0;
2074;9.0;
2075;14.0;
2076;7.0;
2077;8.0;
2078;9.0;
2079;-1.0;
2080;-6.0;
2081;2.0;
2082;-2.0;
2083;1.0;
2084;13.0;
2085;1.0;
2086;-3.0;
2087;9.0;
2088;11.0;
2089;6.0;
2090;2.0;
2091;19.0;
2092;20.0;
2093;31.0;
2094;25.0;
2095;15.0;
2096;-17.0;
2097;-24.0;
2098;-22.0;
2099;-24.0;
2100;-17.0;
2101;-18.0;
2102;-25.0;
2103;-17.0;
2104;-26.0;
2105;9.0;
2106;17.0;
2107;12.0;
2108;7.0;
2109;2.0;
2110;-2.0;
2111;0.0;
2112;11.0;
2113;4.0;
2114;0.0;
2115;-4.0;
2116;-3.0;
2117;8.0;
2118;12.0;
2119;13.0;
2120;22.0;
2121;20.0;
2122;18.0;
2123;9.0;
2124;11.0;
2125;24.0;
2126;23.0;
2127;21.0;
2128;-15.0;
2129;-20.0;
2130;-5.0;
2131;-11.0;
2132;-4.0;
2133;-4.0;
2134;-10.0;
2135;-2.0;
2136;0.0;
2137;6.0;
2138;-7.0;
2139;-10.0;
2140;-2.0;
2141;12.0;
2142;47.0;
2143;40.0;
2144;-7.0;
2145;2.0;
2146;22.0;
2147;38.0;
2148;24.0;
2149;3.0;
2150;-2.0;
2151;22.0;
2152;4.0;
2153;4.0;
2154;-10.0;
2155;-13.0;
2156;-20.0;
2157;1.0;
2158;6.0;
2159;-14.0;
2160;-8.0;
2161;-16.0;
2162;36.0;
2163;8.0;
2164;-12.0;
2165;9.0;
2166;21.0;
2167;30.0;
2168;18.0;
2169;-16.0;
2170;-15.0;
2171;-2.0;
2172;-9.0;
2173;-4.0;
2174;8.0;
2175;-9.0;
2176;-17.0;
2177;-19.0;
2178;5.0;
2179;17.0;
2180;-8.0;
2181;-9.0;
2182;8.0;
2183;13.0;
2184;-1.0;
2185;-11.0;
2186;19.0;
2187;10.0;
2188;-3.0;
2189;7.0;
2190;12.0;
2191;11.0;
2192;8.0;
2193;2.0;
2194;-5.0;
2195;-8.0;
2196;-1.0;
2197;-3.0;
2198;-9.0;
2199;-23.0;
2200;-19.0;
2201;-2.0;
2202;9.0;
2203;9.0;
2204;0.0;
2205;-1.0;
2206;7.0;
2207;-8.0;
2208;0.0;
2209;13.0;
2210;13.0;
2211;3.0;
2212;5.0;
2213;3.0;
2214;-7.0;
2215;-5.0;
2216;-6.0;
2217;-4.0;
2218;-6.0;
2219;-11.0;
2220;-13.0;
2221;-13.0;
2222;-11.0;
2223;1.0;
2224;1.0;
2225;2.0;
2226;7.0;
2227;1.0;
2228;-7.0;
2229;-8.0;
2230;-8.0;
2231;5.0;
2232;7.0;
2233;7.0;
2234;-3.0;
2235;-4.0;
2236;-11.0;
2237;-10.0;
2238;-5.0;
2239;-9.0;
2240;-10.0;
2241;-14.0;
2242;-4.0;
2243;6.0;
2244;47.0;
2245;39.0;
2246;35.0;
2247;44.0;
2248;37.0;
2249;25.0;
2250;18.0;
2251;18.0;
2252;21.0;
2253;23.0;
2254;18.0;
2255;-1.0;
2256;-5.0;
2257;-2.0;
2258;15.0;
2259;9.0;
2260;14.0;
2261;30.0;
2262;32.0;
2263;29.0;
2264;39.0;
2265;35.0;
2266;27.0;
2267;-21.0;
2268;-23.0;
2269;-30.0;
2270;-27.0;
2271;-27.0;
2272;-27.0;
2273;-20.0;
2274;-19.0;
2275;-17.0;
2276;-20.0;
2277;-10.0;
2278;-13.0;
2279;-13.0;
2280;-17.0;
2281;19.0;
2282;19.0;
2283;14.0;
2284;21.0;
2285;33.0;
2286;32.0;
2287;13.0;
2288;4.0;
2289;-12.0;
2290;-3.0;
2291;19.0;
2292;7.0;
2293;4.0;
2294;13.0;
2295;15.0;
2296;15.0;
2297;13.0;
2298;19.0;
2299;-1.0;
2300;2.0;
2301;11.0;
2302;-3.0;
2303;-19.0;
2304;-18.0;
2305;-30.0;
2306;-34.0;
2307;-36.0;
2308;-27.0;
2309;-29.0;
2310;-37.0;
2311;-37.0;
2312;-27.0;
2313;-32.0;
2314;67.0;
2315;17.0;
2316;-26.0;
2317;-130.0;
2318;-199.0;
2319;-27.0;
2320;-86.0;
2321;-224.0;
2322;-240.0;
2323;-252.0;
2324;-224.0;
2325;87.0;
2326;67.0;
2327;-44.0;
2328;-142.0;
2329;-183.0;
2330;-98.0;
2331;16.0;
2332;81.0;
2333;86.0;
2334;-6.0;
2335;-112.0;
2336;-161.0;
2337;-122.0;
2338;21.0;
2339;-21.0;
2340;-65.0;
2341;-81.0;
2342;-102.0;
2343;-87.0;
2344;-49.0;
2345;-14.0;
2346;15.0;
2347;-1.0;
2348;-26.0;
2349;29.0;
2350;29.0;
2351;2.0;
2352;-31.0;
2353;-38.0;
2354;-31.0;
2355;0.0;
2356;53.0;
2357;81.0;
2358;64.0;
2359;32.0;
2360;-2.0;
2361;-26.0;
2362;-10.0;
2363;6.0;
2364;36.0;
2365;43.0;
2366;33.0;
2367;-1.0;
2368;-40.0;
2369;-50.0;
2370;-24.0;
2371;-1.0;
2372;22.0;
2373;40.0;
2374;30.0;
2375;-37.0;
2376;-36.0;
2377;-10.0;
2378;15.0;
2379;40.0;
2380;54.0;
2381;26.0;
2382;68.0;
2383;-2.0;
2384;-89.0;
2385;-139.0;
2386;-127.0;
2387;-67.0;
2388;17.0;
2389;91.0;
2390;121.0;
2391;96.0;
2392;14.0;
2393;-75.0;
2394;284.0;
2395;113.0;
2396;-107.0;
2397;-264.0;
2398;-324.0;
2399;-229.0;
2400;-9.0;
2401;228.0;
2402;339.0;
2403;279.0;
2404;94.0;
2405;91.0;
2406;30.0;
2407;-40.0;
2408;-82.0;
2409;-93.0;
2410;-58.0;
2411;16.0;
2412;86.0;
2413;102.0;
2414;76.0;
2415;22.0;
2416;-43.0;
2417;11.0;
2418;34.0;
2419;45.0;
2420;34.0;
2421;8.0;
2422;-40.0;
2423;-85.0;
2424;-66.0;
2425;-22.0;
2426;-6.0;
2427;-7.0;
2428;-9.0;
2429;2.0;
2430;-6.0;
2431;-87.0;
2432;-26.0;
2433;-16.0;
2434;8.0;
2435;5.0;
2436;3.0;
2437;8.0;
2438;-15.0;
2439;11.0;
2440;57.0;
2441;76.0;
2442;30.0;
2443;-43.0;
2444;13.0;
2445;35.0;
2446;22.0;
2447;-6.0;
2448;-23.0;
2449;-37.0;
2450;-23.0;
2451;25.0;
2452;77.0;
2453;71.0;
2454;11.0;
2455;-44.0;
2456;25.0;
2457;-77.0;
2458;-107.0;
2459;-74.0;
2460;17.0;
2461;91.0;
2462;106.0;
2463;49.0;
2464;-28.0;
2465;-95.0;
2466;-114.0;
2467;-68.0;
2468;9.0;
2469;59.0;
2470;51.0;
2471;-1.0;
2472;-82.0;
2473;5.0;
2474;-9.0;
2475;-7.0;
2476;1.0;
2477;-9.0;
2478;-7.0;
2479;-18.0;
2480;-20.0;
2481;155.0;
2482;115.0;
2483;134.0;
2484;61.0;
2485;-11.0;
2486;24.0;
2487;112.0;
2488;128.0;
2489;101.0;
2490;138.0;
2491;92.0;
2492;12.0;
2493;-3.0;
2494;-32.0;
2495;-56.0;
2496;-6.0;
2497;58.0;
2498;43.0;
2499;14.0;
2500;-24.0;
2501;-6.0;
2502;-57.0;
2503;-19.0;
2504;-14.0;
2505;32.0;
2506;69.0;
2507;56.0;
2508;-11.0;
2509;-137.0;
2510;-160.0;
2511;-63.0;
2512;126.0;
2513;174.0;
2514;-240.0;
2515;-59.0;
2516;150.0;
2517;220.0;
2518;161.0;
2519;70.0;
2520;-105.0;
2521;-226.0;
2522;-220.0;
2523;-74.0;
2524;144.0;
2525;228.0;
2526;159.0;
2527;-116.0;
2528;-65.0;
2529;23.0;
2530;111.0;
2531;133.0;
2532;108.0;
2533;31.0;
2534;-86.0;
2535;-161.0;
2536;-122.0;
2537;4.0;
2538;-1.0;
2539;-140.0;
2540;-197.0;
2541;-145.0;
2542;-25.0;
2543;124.0;
2544;206.0;
2545;167.0;
2546;37.0;
2547;-113.0;
2548;-177.0;
2549;-134.0;
2550;188.0;
2551;48.0;
2552;-123.0;
2553;-210.0;
2554;-179.0;
2555;-88.0;
2556;48.0;
2557;165.0;
2558;175.0;
2559;66.0;
2560;-66.0;
2561;-160.0;
2562;-177.0;
2563;-117.0;
2564;-10.0;
2565;-104.0;
2566;-63.0;
2567;11.0;
2568;70.0;
2569;106.0;
2570;72.0;
2571;-6.0;
2572;-69.0;
2573;-98.0;
2574;-76.0;
2575;-26.0;
2576;63.0;
2577;-149.0;
2578;62.0;
2579;232.0;
2580;258.0;
2581;145.0;
2582;-53.0;
2583;-208.0;
2584;-252.0;
2585;-179.0;
2586;-4.0;
2587;178.0;
2588;254.0;
2589;185.0;
2590;-13.0;
2591;0.0;
2592;-48.0;
2593;-120.0;
2594;-151.0;
2595;-76.0;
2596;30.0;
2597;84.0;
2598;97.0;
2599;33.0;
2600;-37.0;
2601;-74.0;
2602;-32.0;
2603;-1.0;
2604;33.0;
2605;28.0;
2606;-25.0;
2607;-60.0;
2608;-37.0;
2609;26.0;
2610;52.0;
2611;50.0;
2612;9.0;
2613;11.0;
2614;-1.0;
2615;-6.0;
2616;-9.0;
2617;-15.0;
2618;-24.0;
2619;-21.0;
2620;-16.0;
2621;-23.0;
2622;-17.0;
2623;-14.0;
2624;-10.0;
2625;-16.0;
2626;-5.0;
2627;-5.0;
2628;-12.0;
2629;-12.0;
2630;-4.0;
2631;-8.0;
2632;-4.0;
2633;500.0;
2634;500.0;
2635;297.0;
2636;-347.0;
2637;-500.0;
2638;-336.0;
2639;333.0;
2640;500.0;
2641;420.0;
2642;-116.0;
2643;-500.0;
2644;-500.0;
2645;-220.0;
2646;-219.0;
2647;-98.0;
2648;93.0;
2649;221.0;
2650;192.0;
2651;0.0;
2652;-208.0;
2653;-243.0;
2654;-74.0;
2655;135.0;
2656;257.0;
2657;215.0;
2658;129.0;
2659;76.0;
2660;-21.0;
2661;-96.0;
2662;-94.0;
2663;-23.0;
2664;80.0;
2665;139.0;
2666;44.0;
2667;-68.0;
2668;-102.0;
2669;-80.0;
2670;-175.0;
2671;-102.0;
2672;71.0;
2673;194.0;
2674;200.0;
2675;95.0;
2676;-45.0;
2677;-91.0;
2678;-59.0;
2679;-29.0;
2680;30.0;
2681;102.0;
2682;139.0;
2683;4.0;
2684;1.0;
2685;39.0;
2686;19.0;
2687;0.0;
2688;-5.0;
2689;-21.0;
2690;-19.0;
2691;11.0;
2692;65.0;
2693;89.0;
2694;33.0;
2695;-34.0;
2696;-38.0;
2697;2.0;
2698;49.0;
2699;60.0;
2700;76.0;
2701;29.0;
2702;-42.0;noise
2703;-67.0;noise
2704;-34.0;noise
2705;55.0;noise
2706;97.0;noise
2707;53.0;noise
2708;-10.0;noise
2709;-43.0;noise
2710;0.0;noise
2711;35.0;noise
2712;63.0;noise
2713;75.0;noise
2714;58.0;noise
2715;6.0;noise
2716;-25.0;noise
2717;-55.0;noise
2718;-51.0;noise
2719;9.0;noise
2720;49.0;noise
2721;61.0;noise
2722;21.0;noise
2723;-68.0;noise
2724;11.0;noise
2725;47.0;noise
2726;63.0;noise
2727;39.0;noise
2728;-13.0;noise
2729;-44.0;noise
2730;-68.0;noise
2731;-10.0;noise
2732;58.0;noise
2733;80.0;noise
2734;63.0;noise
2735;153.0;noise
2736;109.0;noise
2737;150.0;noise
2738;275.0;noise
2739;382.0;noise
2740;364.0;noise
2741;222.0;noise
2742;62.0;noise
2743;-58.0;noise
2744;-58.0;noise
2745;52.0;noise
2746;167.0;noise
2747;200.0;noise
2748;137.0;noise
2749;-4.0;noise
2750;-8.0;noise
2751;-14.0;noise
2752;-2.0;noise
2753;-3.0;noise
2754;0.0;noise
2755;5.0;noise
2756;3.0;noise
2757;13.0;noise
2758;12.0;noise
2759;7.0;noise
2760;8.0;noise
2761;4.0;noise
2762;10.0;noise
2763;11.0;noise
2764;5.0;noise
2765;10.0;noise
2766;14.0;noise
2767;21.0;noise
2768;23.0;noise
2769;25.0;noise
2770;10.0;noise
2771;9.0;noise
2772;13.0;noise
2773;12.0;noise
2774;7.0;noise
2775;-5.0;noise
2776;5.0;noise
2777;-17.0;noise
2778;-5.0;noise
2779;-2.0;noise
2780;-3.0;noise
2781;-14.0;noise
2782;-29.0;noise
2783;-21.0;noise
2784;-14.0;noise
2785;-13.0;noise
2786;-7.0;noise
2787;-10.0;noise
2788;-10.0;noise
2789;-4.0;noise
2790;1.0;noise
2791;12.0;noise
2792;15.0;noise
2793;0.0;noise
2794;6.0;noise
2795;5.0;noise
2796;7.0;noise
2797;17.0;noise
2798;8.0;noise
2799;11.0;noise
2800;18.0;noise
2801;21.0;noise
2802;13.0;noise
2803;13.0;noise
2804;3.0;noise
2805;1.0;noise
2806;-1.0;noise
2807;5.0;noise
2808;3.0;noise
2809;-10.0;noise
2810;-11.0;noise
2811;-16.0;noise
2812;-13.0;noise
2813;-17.0;noise
2814;-16.0;noise
2815;-14.0;noise
2816;-163.0;noise
2817;166.0;noise
2818;340.0;noise
2819;200.0;noise
2820;-10.0;noise
2821;-262.0;noise
2822;-283.0;noise
2823;-76.0;noise
2824;163.0;noise
2825;309.0;noise
2826;192.0;noise
2827;-28.0;noise
2828;-179.0;noise
2829;-151.0;noise
2830;-19.0;noise
2831;87.0;noise
2832;101.0;noise
2833;71.0;noise
2834;36.0;noise
2835;-32.0;noise
2836;-66.0;noise
2837;-67.0;noise
2838;-24.0;noise
2839;69.0;noise
2840;42.0;noise
2841;104.0;noise
2842;100.0;noise
2843;9.0;noise
2844;-57.0;noise
2845;-75.0;noise
2846;-25.0;noise
2847;67.0;noise
2848;95.0;noise
2849;83.0;noise
2850;-13.0;noise
2851;-73.0;noise
2852;-55.0;noise
2853;-47.0;noise
2854;-37.0;noise
2855;-26.0;noise
2856;-16.0;noise
2857;-36.0;noise
2858;-46.0;noise
2859;-55.0;noise
2860;-50.0;noise
2861;-39.0;noise
2862;-35.0;noise
2863;-34.0;noise
2864;-37.0;noise
2865;-42.0;noise
2866;-16.0;noise
2867;-22.0;noise
2868;-13.0;noise
2869;-28.0;noise
2870;-37.0;noise
2871;-30.0;noise
2872;-27.0;noise
2873;-30.0;noise
2874;-30.0;noise
2875;25.0;noise
2876;21.0;noise
2877;16.0;noise
2878;27.0;noise
2879;24.0;noise
2880;25.0;noise
2881;21.0;noise
2882;20.0;noise
2883;15.0;noise
2884;19.0;noise
2885;34.0;noise
2886;26.0;noise
2887;18.0;noise
2888;15.0;noise
2889;204.0;noise
2890;436.0;noise
2891;142.0;noise
2892;-358.0;noise
2893;-500.0;noise
2894;-500.0;noise
2895;-29.0;noise
2896;363.0;noise
2897;397.0;noise
2898;40.0;noise
2899;-42.0;noise
2900;-265.0;noise
2901;-286.0;noise
2902;-136.0;noise
2903;97.0;noise
2904;238.0;noise
2905;192.0;noise
2906;-40.0;noise
2907;-234.0;noise
2908;-266.0;noise
2909;-116.0;noise
2910;113.0;noise
2911;-16.0;noise
2912;-89.0;noise
2913;-112.0;noise
2914;-59.0;noise
2915;24.0;noise
2916;85.0;noise
2917;62.0;noise
2918;-37.0;noise
2919;-108.0;noise
2920;-136.0;noise
2921;-112.0;noise
2922;-56.0;noise
2923;30.0;noise
2924;144.0;noise
2925;-79.0;noise
2926;-237.0;noise
2927;-234.0;noise
2928;-113.0;noise
2929;73.0;noise
2930;216.0;noise
2931;218.0;noise
2932;100.0;noise
2933;-85.0;noise
2934;-212.0;noise
2935;-209.0;noise
2936;-54.0;noise
2937;287.0;noise
2938;84.0;noise
2939;-174.0;noise
2940;-303.0;noise
2941;-279.0;noise
2942;-99.0;noise
2943;181.0;noise
2944;343.0;noise
2945;344.0;noise
2946;135.0;noise
2947;-158.0;noise
2948;-349.0;noise
2949;182.0;noise
2950;-206.0;noise
2951;-470.0;noise
2952;-447.0;noise
2953;-175.0;noise
2954;171.0;noise
2955;398.0;noise
2956;403.0;noise
2957;199.0;noise
2958;-90.0;noise
2959;-315.0;noise
2960;-360.0;noise
2961;-207.0;noise
2962;73.0;noise
2963;324.0;noise
2964;398.0;noise
2965;256.0;noise
2966;253.0;noise
2967;268.0;noise
2968;156.0;noise
2969;-64.0;noise
2970;-253.0;noise
2971;-278.0;noise
2972;-159.0;noise
2973;61.0;noise
2974;262.0;noise
2975;317.0;noise
2976;206.0;noise
2977;-25.0;noise
2978;175.0;noise
2979;11.0;noise
2980;-144.0;noise
2981;-220.0;noise
2982;-168.0;noise
2983;-35.0;noise
2984;124.0;noise
2985;223.0;noise
2986;198.0;noise
2987;44.0;noise
2988;-148.0;noise
2989;-251.0;noise
2990;40.0;noise
2991;135.0;noise
2992;216.0;noise
2993;247.0;noise
2994;214.0;noise
2995;113.0;noise
2996;48.0;noise
2997;16.0;noise
2998;20.0;noise
2999;19.0;noise
3000;19.0;noise
3001;12.0;noise
3002;10.0;noise
3003;12.0;noise
3004;7.0;noise
3005;7.0;noise
3006;4.0;noise
3007;86.0;noise
3008;-237.0;noise
3009;-219.0;noise
3010;-83.0;noise
3011;70.0;noise
3012;237.0;noise
3013;234.0;noise
3014;25.0;noise
3015;-182.0;noise
3016;-221.0;noise
3017;-80.0;noise
3018;144.0;noise
3019;-117.0;noise
3020;-315.0;noise
3021;-349.0;noise
3022;-177.0;noise
3023;61.0;noise
3024;270.0;noise
3025;290.0;noise
3026;114.0;noise
3027;-130.0;noise
3028;-296.0;noise
3029;-281.0;noise
3030;-51.0;noise
3031;23.0;noise
3032;62.0;noise
3033;76.0;noise
3034;20.0;noise
3035;-73.0;noise
3036;-105.0;noise
3037;-68.0;noise
3038;16.0;noise
3039;62.0;noise
3040;72.0;noise
3041;50.0;noise
3042;12.0;noise
3043;-43.0;noise
3044;-64.0;noise
3045;2.0;noise
3046;96.0;noise
3047;107.0;noise
3048;38.0;noise
3049;-39.0;noise
3050;-66.0;noise
3051;-48.0;noise
3052;-34.0;noise
3053;-8.0;noise
3054;-5.0;noise
3055;17.0;noise
3056;13.0;noise
3057;-24.0;noise
3058;-29.0;noise
3059;-35.0;noise
3060;-55.0;noise
3061;-28.0;noise
3062;12.0;noise
3063;26.0;noise
3064;5.0;noise
3065;-21.0;noise
3066;-33.0;noise
3067;124.0;noise
3068;94.0;noise
3069;-49.0;noise
3070;-128.0;noise
3071;-92.0;noise
3072;31.0;noise
3073;116.0;noise
3074;108.0;noise
3075;-8.0;noise
3076;-126.0;noise
3077;-159.0;noise
3078;-132.0;noise
3079;17.0;noise
3080;19.0;noise
3081;20.0;noise
3082;24.0;noise
3083;24.0;noise
3084;20.0;noise
3085;17.0;noise
3086;14.0;noise
3087;12.0;noise
3088;18.0;noise
3089;14.0;noise
3090;3.0;noise
3091;1.0;noise
3092;8.0;noise
3093;3.0;noise
3094;1.0;noise
3095;2.0;noise
3096;5.0;noise
3097;18.0;noise
3098;16.0;noise
3099;7.0;noise
3100;-10.0;noise
3101;-13.0;noise
3102;-18.0;noise
3103;-18.0;noise
3104;-13.0;noise
3105;-13.0;noise
3106;-21.0;noise
3107;-21.0;noise
3108;-33.0;noise
3109;-22.0;noise
3110;-25.0;noise
3111;-31.0;noise
3112;-26.0;noise
3113;-30.0;noise
3114;-21.0;noise
3115;-3.0;noise
3116;3.0;noise
3117;6.0;noise
3118;15.0;noise
3119;18.0;noise
3120;19.0;noise
3121;16.0;noise
3122;16.0;noise
3123;21.0;noise
3124;15.0;noise
3125;20.0;noise
3126;24.0;noise
3127;20.0;noise
3128;7.0;noise
3129;8.0;noise
3130;5.0;noise
3131;5.0;noise
3132;11.0;noise
3133;17.0;noise
3134;30.0;noise
3135;24.0;noise
3136;25.0;noise
3137;17.0;noise
3138;11.0;noise
3139;12.0;noise
3140;18.0;noise
3141;-1.0;noise
3142;5.0;noise
3143;7.0;noise
3144;-5.0;noise
3145;-10.0;noise
3146;-16.0;noise
3147;-14.0;noise
3148;-18.0;noise
3149;-12.0;noise
3150;-6.0;noise
3151;-13.0;noise
3152;-6.0;noise
3153;-3.0;noise
3154;-3.0;noise
3155;-11.0;noise
3156;-3.0;noise
3157;-3.0;noise
3158;-500.0;noise
3159;-46.0;noise
3160;500.0;noise
3161;433.0;noise
3162;-127.0;noise
3163;-291.0;noise
3164;-139.0;noise
3165;-146.0;noise
3166;-274.0;noise
3167;-144.0;noise
3168;295.0;noise
3169;500.0;noise
3170;-65.0;noise
3171;-51.0;noise
3172;41.0;noise
3173;86.0;noise
3174;103.0;noise
3175;67.0;noise
3176;5.0;noise
